amisulpride	interaction	d(2) dopamine receptor
lenalidomide	interaction	cereblon isoform 4
gliclazide	interaction	sulfonylurea receptor 2, kir6.2
bosutinib	interaction	serine/threonine-protein kinase ulk1
midostaurin	interaction	myosin light chain kinase, smooth muscle
kainic acid	interaction	glutamate receptor 3
ipragliflozin	interaction	sodium/glucose cotransporter 2
sulbactam	interaction	beta-lactamase 1
sunitinib	interaction	ribosomal protein s6 kinase beta-1
fluorometholone	interaction	androgen receptor
hexachlorophene	interaction	78 kda glucose-regulated protein
propyphenazone	interaction	transient receptor potential cation channel subfamily a member 1
nelfinavir	interaction	delta-type opioid receptor
lurasidone	interaction	d(2) dopamine receptor
metformin	interaction	dipeptidyl peptidase 4
triamcinolone	interaction	glucocorticoid receptor
methadone	interaction	potassium voltage-gated channel subfamily h member 2
iloperidone	interaction	d(1b) dopamine receptor
vandetanib	interaction	tyrosine-protein kinase hck
doxazosin	interaction	alpha-1b adrenergic receptor
nilotinib	interaction	carbonic anhydrase 12
quetiapine	interaction	5-hydroxytryptamine receptor 1f
pioglitazone	interaction	enoyl-[acyl-carrier-protein] reductase [nadh]
mifepristone	interaction	estrogen receptor beta
ethinylestradiol	interaction	adenosine receptor a2a
quercetin	interaction	enoyl-acyl-carrier protein reductase
nilotinib	interaction	ephrin type-a receptor 2
clomipramine	interaction	alpha-1b adrenergic receptor
reboxetine	interaction	5-hydroxytryptamine receptor 6
papaverine	interaction	cyclic nucleotide phosphodiesterase pde3a
pioglitazone	interaction	peroxisome proliferator-activated receptor gamma
methysergide	interaction	muscarinic acetylcholine receptor m1
gentian violet	interaction	d(2) dopamine receptor
quinapril	interaction	angiotensin-converting enzyme
levomethadyl acetate	interaction	mu-type opioid receptor
sumatriptan	interaction	5-hydroxytryptamine receptor 5a
ruboxistaurin	interaction	cyclin-dependent kinase 4
ticlopidine	interaction	cytochrome p450 2d6
hymecromone	interaction	testosterone 17-beta-dehydrogenase 3
remimazolam	interaction	gaba-a receptor; alpha-1/beta-2/gamma-2
mosapride	interaction	sigma non-opioid intracellular receptor 1
methaqualone	interaction	gaba a receptor alpha-4/beta-3/delta
praziquantel	interaction	high voltage-activated calcium channel beta subunit cavb1
midostaurin	interaction	3-phosphoinositide-dependent protein kinase 1
nilutamide	interaction	androgen receptor
sulpiride	interaction	carbonic anhydrase 7
ibuprofen	interaction	fatty acid-binding protein, liver
bortezomib	interaction	proteasome subunit alpha type-1
dobutamine	interaction	carbonic anhydrase 5b, mitochondrial
pazopanib	interaction	ap2-associated protein kinase 1
copanlisib	interaction	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
fentanyl	interaction	mu-type opioid receptor
maprotiline	interaction	5-hydroxytryptamine receptor 2c
timolol	interaction	beta-2 adrenergic receptor
indoramin	interaction	alpha-2a adrenergic receptor
sunitinib	interaction	serine/threonine-protein kinase lats2
procainamide	interaction	dna (cytosine-5)-methyltransferase 3a
fedratinib	interaction	aurora kinase c
axitinib	interaction	fibroblast growth factor receptor 1
tofacitinib	interaction	nuak family snf1-like kinase 2
sulfamerazine	interaction	dihydropteroate synthase
tetracaine	interaction	cgmp-gated cation channel alpha-1
olmutinib	interaction	epidermal growth factor receptor
clonidine	interaction	alpha-2a adrenergic receptor
sunitinib	interaction	calcium/calmodulin-dependent protein kinase type iv
pimozide	interaction	d(3) dopamine receptor
simvastatin	interaction	3-hydroxy-3-methylglutaryl-coenzyme a reductase
frovatriptan	interaction	5-hydroxytryptamine receptor 1d
tropicamide	interaction	cytochrome p450 2c19
phenol	interaction	probable transmembrane carbonic anhydrase (carbonate dehydratase) (carbonic dehydratase); transmembrane carbonic anhydrase
crizotinib	interaction	tyrosine-protein kinase btk
disulfiram	interaction	c-x-c chemokine receptor type 2
terconazole	interaction	lanosterol 14-alpha demethylase
haloperidol	interaction	zinc finger protein 664
vemurafenib	interaction	gtpase kras
eicosapentaenoic acid	interaction	prostaglandin g/h synthase 1
alprostadil	interaction	prostaglandin e2 receptor ep4 subtype
midostaurin	interaction	fibroblast growth factor receptor 1
burosumab	interaction	fibroblast growth factor 23
erlotinib	interaction	ste20-like serine/threonine-protein kinase
regorafenib	interaction	vascular endothelial growth factor receptor 1
methazolamide	interaction	carbonic anhydrase
rivastigmine	interaction	butyrylcholinesterase
eperisone	interaction	alpha-2b adrenergic receptor
ruboxistaurin	interaction	dual specificity mitogen-activated protein kinase kinase 6
carbamazepine	interaction	gaba-a receptor alpha-1/beta-2/gamma-2
miconazole	interaction	d(2) dopamine receptor
zotepine	interaction	beta-1 adrenergic receptor
vandetanib	interaction	ephrin type-b receptor 1
sorafenib	interaction	myosin light chain kinase 3
clotrimazole	interaction	cysteinyl leukotriene receptor 1
nintedanib	interaction	multidrug resistance protein 1
ruboxistaurin	interaction	protein kinase c alpha type
ruboxistaurin	interaction	3-phosphoinositide-dependent protein kinase 1
mitotane	interaction	alpha-2a adrenergic receptor
blinatumomab	interaction	b-lymphocyte antigen cd19
niflumic acid	interaction	dihydroorotate dehydrogenase (quinone), mitochondrial
diltiazem	interaction	potassium voltage-gated channel subfamily a member 7
neratinib	interaction	tyrosine-protein kinase receptor ufo
ipidacrine	interaction	cholinesterase
saxagliptin	interaction	dipeptidyl peptidase 8
progesterone	interaction	androgen receptor
cloperastine	interaction	solute carrier family 22 member 1
ketoconazole	interaction	substance-k receptor
oxytetracycline	interaction	30s ribosomal protein s9
alectinib	interaction	proto-oncogene tyrosine-protein kinase receptor ret
amlodipine	interaction	alpha-1a adrenergic receptor
ceritinib	interaction	multidrug resistance protein 1
ziprasidone	interaction	5-hydroxytryptamine receptor 1e
aminopterin	interaction	folylpoly-gamma-glutamate synthetase
dronedarone	interaction	thap domain-containing protein 1
miconazole	interaction	progesterone receptor
fedratinib	interaction	misshapen-like kinase 1
zuclopenthixol	interaction	alpha-1a adrenergic receptor
pramipexole	interaction	d(2) dopamine receptor
dicloxacillin	interaction	cgmp-dependent 3',5'-cyclic phosphodiesterase
nicotine	interaction	neuronal acetylcholine receptor subunit alpha-7
pazopanib	interaction	serine/threonine-protein kinase plk4
lanreotide	interaction	somatostatin receptor type 3
methylphenidate	interaction	sodium-dependent dopamine transporter
flunitrazepam	interaction	gaba-a receptor alpha-2/beta-3/gamma-2
clotrimazole	interaction	progesterone receptor
cinnarizine	interaction	5-hydroxytryptamine receptor 2b
fedratinib	interaction	receptor tyrosine-protein kinase erbb-4
besifloxacin	interaction	dna gyrase
sorafenib	interaction	hepatocyte growth factor receptor
fedratinib	interaction	cgmp-dependent protein kinase 2
pipamazine	interaction	sodium-dependent noradrenaline transporter
dasatinib	interaction	tyrosine-protein kinase jak3
clonidine	interaction	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1
phenobarbital	interaction	sodium channel alpha subunits; brain (types i, ii, iii)
zomepirac	interaction	prostaglandin g/h synthase 1
fluphenazine	interaction	5-hydroxytryptamine receptor 5a
moclobemide	interaction	amine oxidase [flavin-containing] a
mefenamic acid	interaction	aldo-keto reductase family 1 member c1
cyclizine	interaction	muscarinic acetylcholine receptor m3
trimethoprim	interaction	dihydrofolate reductase type 1
vandetanib	interaction	fibroblast growth factor receptor 2
sunitinib	interaction	calcium/calmodulin-dependent protein kinase type 1d
cefapirin	interaction	cytochrome p450 3a4
erlotinib	interaction	cyclin-g-associated kinase
flibanserin	interaction	5-hydroxytryptamine receptor 2a
nortriptyline	interaction	5-hydroxytryptamine receptor 2c
digoxin	interaction	nuclear receptor ror-gamma
cisapride	interaction	alpha-1d adrenergic receptor
bietamiverine	interaction	muscarinic acetylcholine receptor m3
lamotrigine	interaction	5-hydroxytryptamine receptor 3a
amoxapine	interaction	5-hydroxytryptamine receptor 7
baloxavir marboxil	interaction	polymerase acidic protein
apomorphine	interaction	d(3) dopamine receptor
chloroquine	interaction	dihydrofolate reductase
sorafenib	interaction	serine/threonine-protein kinase nlk
hyoscyamine	interaction	muscarinic acetylcholine receptor m3
dextromethorphan	interaction	taste receptor type 2 member 46
taltirelin	interaction	thyrotropin-releasing hormone receptor
metoprolol	interaction	beta-1 adrenergic receptor
propranolol	interaction	5-hydroxytryptamine receptor 2c
tramadol	interaction	delta-type opioid receptor
tiludronic acid	interaction	matrix metalloproteinase-14
propafenone	interaction	sodium channel subunit beta-3
sorafenib	interaction	dual specificity protein kinase clk1
vortioxetine	interaction	5-hydroxytryptamine receptor 7
isoprenaline	interaction	taste receptor type 2 member 3
brigatinib	interaction	insulin receptor
amitriptyline	interaction	d(2) dopamine receptor
ergocalciferol	interaction	vitamin d3 receptor
temsirolimus	interaction	multidrug resistance protein 1
amitriptyline	interaction	muscarinic acetylcholine receptor m5
olanzapine	interaction	potassium voltage-gated channel subfamily h member 2
ibalizumab	interaction	t-cell surface glycoprotein cd4
acarbose	interaction	alpha-amylase 1
practolol	interaction	beta-1 adrenergic receptor
sunitinib	interaction	serine/threonine-protein kinase 17a
carbaryl	interaction	ace-orthologous acetylcholinesterase; acetylcholinesterase
loprazolam	interaction	gaba-a receptor alpha-3/beta-3/gamma-2
celecoxib	interaction	carbonic anhydrase 13
lurasidone	interaction	alpha-2a adrenergic receptor
brotizolam	interaction	platelet-activating factor receptor
ciclosporin	interaction	canalicular multispecific organic anion transporter 1
nabilone	interaction	cannabinoid receptor 2
pinacidil	interaction	sulfonylurea receptor 2, kir6.2
risedronic acid	interaction	farnesyl diphosphate synthase
pamidronic acid	interaction	hypoxanthine-guanine phosphoribosyltransferase
gentian violet	interaction	epidermal growth factor receptor
urapidil	interaction	alpha-1a adrenergic receptor
methylthioninium chloride	interaction	microtubule-associated protein tau
zoledronic acid	interaction	geranylgeranyl pyrophosphate synthase
dronabinol	interaction	transient receptor potential cation channel subfamily a member 1
erdafitinib	interaction	vascular endothelial growth factor receptor 2
palivizumab	interaction	fusion glycoprotein f0
tubocurarine	interaction	5-hydroxytryptamine receptor 3a
sorafenib	interaction	serine/threonine-protein kinase tnni3k
etoperidone	interaction	d(2) dopamine receptor
sunitinib	interaction	high affinity nerve growth factor receptor
bethanechol	interaction	muscarinic acetylcholine receptor m1
somatostatin	interaction	somatostatin receptor type 3
eribulin	interaction	tubulin beta
sulfamethizole	interaction	dihydropteroate synthase
haloperidol	interaction	5-hydroxytryptamine receptor 1a
dasatinib	interaction	mitogen-activated protein kinase kinase kinase kinase 4
trichlormethiazide	interaction	carbonic anhydrase 13
apomorphine	interaction	alpha-2a adrenergic receptor
naldemedine	interaction	mu-type opioid receptor
cyproheptadine	interaction	5-hydroxytryptamine receptor 1a
nintedanib	interaction	mitogen-activated protein kinase kinase kinase kinase 4
terbutaline	interaction	beta-2 adrenergic receptor
nortriptyline	interaction	muscarinic acetylcholine receptor m1
nintedanib	interaction	dual specificity protein kinase clk1
anhydrovinblastine	interaction	tubulin beta-4b chain
camphor	interaction	transient receptor potential cation channel subfamily a member 1
calcitonin human	interaction	amylin receptor amy2
oxacillin	interaction	penicillin-binding protein
clomipramine	interaction	alpha-2c adrenergic receptor
amisulpride	interaction	5-hydroxytryptamine receptor 6
vancomycin	interaction	alpha-2a adrenergic receptor
lapatinib	interaction	receptor tyrosine-protein kinase erbb-4
abiraterone acetate	interaction	cytochrome p450 3a4
ebastine	interaction	membrane-associated progesterone receptor component 1
imatinib	interaction	carbonic anhydrase 15
prazosin	interaction	5-hydroxytryptamine receptor 2a
phenoxybenzamine	interaction	adrenergic receptor alpha-1
prochlorperazine	interaction	d(3) dopamine receptor
miconazole	interaction	5-hydroxytryptamine receptor 1a
sertraline	interaction	muscarinic acetylcholine receptor m5
pentobarbital	interaction	gaba-a receptor; anion channel
celecoxib	interaction	cytochrome c oxidase subunit 2
silymarin	interaction	carbonic anhydrase 15
zotepine	interaction	5-hydroxytryptamine receptor 3a
tofacitinib	interaction	tyrosine-protein kinase jak3
zanamivir	interaction	sialidase 3
duloxetine	interaction	sodium-dependent serotonin transporter
sunitinib	interaction	ephrin type-a receptor 6
lorcaserin	interaction	5-hydroxytryptamine receptor 2c
yohimbine	interaction	alpha-1d adrenergic receptor
chloroquine	interaction	major prion protein
neomycin	interaction	menin
propantheline	interaction	muscarinic acetylcholine receptor m1
promazine	interaction	alpha-1b adrenergic receptor
sulprostone	interaction	prostaglandin f2-alpha receptor
duloxetine	interaction	sodium-dependent serotonin transporter
doxorubicin	interaction	canalicular multispecific organic anion transporter 1
doxazosin	interaction	alpha-2a adrenergic receptor
tamoxifen	interaction	progesterone receptor
indacaterol	interaction	beta-1 adrenergic receptor
bosutinib	interaction	ephrin type-b receptor 6
mafenide	interaction	carbonic anhydrase 4
solriamfetol	interaction	sodium-dependent noradrenaline transporter
periciazine	interaction	cholinesterase
chloroquine	interaction	alpha-2a adrenergic receptor
sodium aurothiomalate	interaction	thioredoxin reductase 1, cytoplasmic
zonisamide	interaction	carbonic anhydrase
cicaprost	interaction	prostacyclin receptor
xanomeline	interaction	alpha-1b adrenergic receptor
ozanimod	interaction	sphingosine 1-phosphate receptor 3
flunisolide	interaction	progesterone receptor
fedratinib	interaction	mitogen-activated protein kinase kinase kinase 19
flibanserin	interaction	5-hydroxytryptamine receptor 5a
aspartic acid	interaction	aspartoacylase
angiotensin ii	interaction	type-1b angiotensin ii receptor
spiperone	interaction	dopamine receptor
erdafitinib	interaction	vascular endothelial growth factor receptor 2
bosutinib	interaction	mitogen-activated protein kinase kinase kinase 12
selumetinib	interaction	epidermal growth factor receptor
econazole	interaction	steroid 17-alpha-hydroxylase/17,20 lyase
chidamide	interaction	histone deacetylase 8
fluticasone furoate	interaction	progesterone receptor
mirtazapine	interaction	d(1a) dopamine receptor
infigratinib	interaction	alk tyrosine kinase receptor
nintedanib	interaction	traf2 and nck-interacting protein kinase
saxagliptin	interaction	dipeptidyl peptidase 4
ibuprofen	interaction	interleukin-8
levomenol	interaction	signal transducer and activator of transcription 3
duloxetine	interaction	5-hydroxytryptamine receptor 2c
emetine	interaction	alpha-2c adrenergic receptor
terazosin	interaction	potassium voltage-gated channel subfamily h member 2
paraoxon	interaction	carbonic anhydrase 2
enflurane	interaction	potassium channel subfamily k member 9
hydromorphone	interaction	mu-type opioid receptor
sertindole	interaction	potassium voltage-gated channel subfamily h member 2
imipramine	interaction	pleiotropic abc efflux transporter of multiple drugs
norethynodrel	interaction	androgen receptor
phenobarbital	interaction	gaba-a receptor alpha-1/beta-2/gamma-2
ergotamine	interaction	5-hydroxytryptamine receptor 5a
quetiapine	interaction	5-hydroxytryptamine receptor 2c
dexibuprofen	interaction	prostaglandin g/h synthase 2
pazopanib	interaction	calcium/calmodulin-dependent protein kinase type 1g
benzyl benzoate	interaction	hormone-sensitive lipase
vasopressin	interaction	vasopressin v1b receptor
nomifensine	interaction	histamine h1 receptor
isocarboxazid	interaction	amine oxidase [flavin-containing] a
telaprevir	interaction	cathepsin b
guanethidine	interaction	alpha-2c adrenergic receptor
pentobarbital	interaction	gaba a receptor alpha-2/beta-2/gamma-2
nicotine	interaction	neuronal acetylcholine receptor
topiramate	interaction	carbonic anhydrase
ruxolitinib	interaction	srsf protein kinase 1
dexamethasone phosphate	interaction	mineralocorticoid receptor
haloperidol	interaction	transporter
norepinephrine	interaction	beta-2 adrenergic receptor
dobutamine	interaction	d(3) dopamine receptor
erlotinib	interaction	receptor tyrosine-protein kinase erbb-3
crizotinib	interaction	tyrosine-protein kinase itk/tsk
trisodium citrate dihydrate	interaction	carbonic anhydrase 4
tranexamic acid	interaction	plasminogen
mycophenolic acid	interaction	inosine-5'-monophosphate dehydrogenase
ivermectin	interaction	alpha-2a adrenergic receptor
benzatropine	interaction	alpha-1b adrenergic receptor
naftopidil	interaction	alpha-1a adrenergic receptor
methylphenidate	interaction	sodium-dependent noradrenaline transporter
ibandronic acid	interaction	squalene synthase
dopamine	interaction	fad-linked sulfhydryl oxidase alr
fedratinib	interaction	calcium/calmodulin-dependent protein kinase type 1
carvedilol	interaction	alpha-2a adrenergic receptor
progesterone	interaction	corticosteroid-binding globulin
benzphetamine	interaction	alpha-2a adrenergic receptor
nintedanib	interaction	serine/threonine-protein kinase 17a
mezlocillin	interaction	prostaglandin e2 receptor ep4 subtype
erlotinib	interaction	tyrosine-protein kinase frk
nifedipine	interaction	adenosine receptor a1
idarubicin	interaction	dna topoisomerase 2-alpha
clozapine	interaction	5-hydroxytryptamine receptor 6
methadone	interaction	glutamate receptor ionotropic, nmda 3a
silymarin	interaction	solute carrier family 2, facilitated glucose transporter member 4
ropivacaine	interaction	sodium channel protein type 3 subunit alpha
hexachlorophene	interaction	zinc finger protein mex-5
trifluperidol	interaction	d(4) dopamine receptor
leflunomide	interaction	sodium-dependent dopamine transporter
bempedoic acid	interaction	atp-citrate synthase
vandetanib	interaction	traf2 and nck-interacting protein kinase
trifluoperazine	interaction	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase
hexachlorophene	interaction	alpha-2a adrenergic receptor
desipramine	interaction	sodium-dependent serotonin transporter
fedratinib	interaction	serine/threonine-protein kinase dclk2
fostamatinib	interaction	adenosine receptor a3
ceritinib	interaction	proto-oncogene tyrosine-protein kinase receptor ret
metixene	interaction	cholinesterase
dihydroergocristine	interaction	5-hydroxytryptamine receptor 1d
ebastine	interaction	alpha-1b adrenergic receptor
pargyline	interaction	amine oxidase [flavin-containing] b
sevoflurane	interaction	potassium channel subfamily k member 2
eliglustat	interaction	ceramide glucosyltransferase
ebastine	interaction	muscarinic acetylcholine receptor m1
