4-Iodobenzo[B]Thiophene-2-Carboxamidine	target	Prothrombin
Benzthiazide	target	Carbonic anhydrase 2
Phosphoaminophosphonic Acid-Adenylate Ester	target	Glycogen synthase kinase-3 beta
Argifin	target	Chitotriosidase-1
Bosentan	target	Endothelin-1 receptor
Urea C-14	target	Urease
Efonidipine	target	Voltage-dependent T-type calcium channel subunit alpha-1I
7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	target	Phenylethanolamine N-methyltransferase
Zinc acetate	target	Complement C3
Galiximab	target	T-lymphocyte activation antigen CD80
Vilazodone	target	5-hydroxytryptamine receptor 1A
2-(N-morpholino)ethanesulfonic acid	target	Tyrosine-protein kinase transforming protein Abl
Foreskin fibroblast (neonatal)	target	Platelet-derived growth factor receptor beta
Bendazac	target	Free radicals
Dopamine	target	Sodium-dependent serotonin transporter
Hydroxyprogesterone caproate	target	Progesterone receptor
Nelfinavir	target	HIV-1 protease
Ridogrel	target	Thromboxane-A synthase
(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE	target	pH-gated potassium channel KcsA
Beta-D-Fructopyranose	target	Fucose-binding lectin PA-IIL
Diacerein	target	Oxysterols receptor LXR-beta
Mibefradil	target	Voltage-dependent L-type calcium channel subunit alpha-1C
NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE	target	Replicase polyprotein 1ab
2-deazo-6-thiophosphate guanosine-5'-monophosphate	target	Adenylosuccinate synthetase
N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE	target	Aurora kinase A
Miconazole	target	Nitric oxide synthase, inducible
Copper	target	Complement factor I
1-Hydroxy-2-Amino-3-Cyclohexylpropane	target	Candidapepsin-2
Aluminium phosphate	target	Sodium/potassium-transporting ATPase subunit alpha-1
Orlistat	target	Pancreatic triacylglycerol lipase
gamma-Aminobutyric acid	target	Gamma-aminobutyric acid type B receptor subunit 1
Citrulline	target	Protein-arginine deiminase type-2
Quinonoid 7,8-Tetrahydrobiopterin	target	Phenylalanine-4-hydroxylase
ORE-1001	target	Carboxypeptidase N catalytic chain
Tezampanel	target	Glutamate receptor ionotropic, kainate 1
gamma-Hydroxybutyric acid	target	Gamma-aminobutyric acid receptor subunit beta-1
2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide	target	Prothrombin
5-fluoro-2'-deoxyuridine-5'-monophosphate	target	Thymidylate synthase 1
Fostamatinib	target	Fibroblast growth factor receptor 1
RU85493	target	Proto-oncogene tyrosine-protein kinase Src
Cannabidiol	target	Voltage-dependent T-type calcium channel subunit alpha-1I
3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE	target	Ephrin type-B receptor 4
S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE	target	Acyl carrier protein
Renzapride	target	5-hydroxytryptamine receptor 3A
N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE	target	Carbonic anhydrase 2
Glycopyrronium	target	Muscarinic acetylcholine receptor M5
Imidazole	target	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Ergocalciferol	target	Vitamin D3 receptor
Cytidine-5'-Triphosphate	target	Glycerol-3-phosphate cytidylyltransferase
Rimegepant	target	Calcitonin gene-related peptide type 1 receptor
Amitriptyline	target	5-hydroxytryptamine receptor 2C
Flavin adenine dinucleotide	target	NADH-cytochrome b5 reductase 1
AUROVERTIN B	target	ATP synthase subunit beta, mitochondrial
Loxapine	target	5-hydroxytryptamine receptor 7
4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide	target	Mitogen-activated protein kinase 10
Nicotinamide adenine dinucleotide phosphate	target	2,4-dienoyl-CoA reductase [NADPH]
Ethanol	target	Gamma-aminobutyric acid receptor subunit gamma-1
Tyrosine	target	Tyrosine--tRNA ligase, mitochondrial
Chlortetracycline	target	30S ribosomal protein S19
Erdafitinib	target	Vascular endothelial growth factor receptor 2
4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE	target	Gag-Pol polyprotein
Oxymetazoline	target	5-hydroxytryptamine receptor 1C
Myristic acid	target	Genome polyprotein
(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE	target	Lipase
BIA	target	Catechol O-methyltransferase
Tranilast	target	Hematopoietic prostaglandin D synthase
Foreskin fibroblast (neonatal)	target	TGF-beta receptor type-2
Taliglucerase alfa	target	Glucocerebroside
Gemcitabine	target	DNA
2'-deoxyuridine 5'-alpha,beta-imido-diphosphate	target	DUTPase
Isoflurane	target	Neuronal acetylcholine receptor subunit beta-2
Flavin adenine dinucleotide	target	Acyl-CoA dehydrogenase, short-chain specific
Zinc	target	Carboxypeptidase N subunit 2
Glycopyrronium	target	Muscarinic acetylcholine receptor M1
L-cysteic acid	target	Cathepsin L1
Loxapine	target	5-hydroxytryptamine receptor 1D
L-Glutamine	target	Glutamine synthetase
Gallium nitrate	target	Hydroxylapatite
2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione	target	Sulfide-quinone reductase, putative
Fusicoccin	target	14-3-3 protein epsilon
2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine	target	Dihydrofolate reductase
Docetaxel	target	Microtubule-associated protein tau
D-Serine	target	Glycine receptor subunit alpha-1
N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide	target	Carbonic anhydrase 2
NADH	target	NADH-cytochrome b5 reductase 3
JE-2147	target	Gag-Pol polyprotein
Cinitapride	target	5-hydroxytryptamine receptor 2A
N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE	target	Estrogen receptor alpha
Diminazene	target	Amiloride-sensitive amine oxidase [copper-containing]
2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol	target	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial
Parecoxib	target	Prostaglandin G/H synthase 2
Cholic Acid	target	Bile acid receptor
Tetracycline	target	30S ribosomal protein S19
Flavin mononucleotide	target	FMN-dependent NADPH-azoreductase
Formic acid	target	Beta-lactamase OXA-2
Cysteamine	target	Neuropeptide Y receptor type 2
Chenodeoxycholic acid	target	Nuclear receptor subfamily 1 group I member 2
Adenosine 3',5'-diphosphate	target	Sulfotransferase 1A1
Eniluracil	target	Xanthine dehydrogenase/oxidase
Bezafibrate	target	Peroxisome proliferator-activated receptor gamma
Ubiquinone Q2	target	Cytochrome b-c1 complex subunit 2, mitochondrial
Benzphetamine	target	Synaptic vesicular amine transporter
Cacodylic acid	target	Gag-Pol polyprotein
Linifanib	target	Vascular endothelial growth factor receptor 2
Zinc acetate	target	Prothrombin
L-Glycero-D-Manno-Heptopyranose	target	Ferrichrome-iron receptor
6-Aminohexyl-uridine-C1,5'-diphosphate	target	Beta-1,4-galactosyltransferase 1
Glyphosate	target	3-phosphoshikimate 1-carboxyvinyltransferase
Morniflumate	target	Prostaglandin G/H synthase 2
Calcium carbimide	target	Aldehyde dehydrogenase family 3 member B2
Zinc acetate	target	Clusterin
Zinc chloride	target	Amyloid-like protein 1
Gilteritinib	target	Receptor-type tyrosine-protein kinase FLT3
Losartan	target	Type-1 angiotensin II receptor
Zinc	target	Complement C1q subcomponent subunit B
Zinc sulfate, unspecified form	target	Ceruloplasmin
Levocarnitine	target	Myeloperoxidase
Calcium citrate	target	Calretinin
3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID	target	L-lactate dehydrogenase
Zinc acetate	target	Apolipoprotein A-I
Phenoxybenzamine	target	Alpha-2A adrenergic receptor
Ephedra sinica root	target	Sodium-dependent noradrenaline transporter
3,6,9,12,15-Pentaoxaheptadecane	target	Kynureninase
Guaiacol	target	Serum albumin
5-O-phosphono-alpha-D-ribofuranosyl diphosphate	target	Adenine phosphoribosyltransferase
Pretomanid	target	Uncharacterized MFS-type transporter EfpA
Gosogliptin	target	Dipeptidyl peptidase 4
4-hydroxybenzoyl-CoA	target	4-hydroxybenzoyl-CoA thioesterase
Fostamatinib	target	Calcium/calmodulin-dependent protein kinase type II subunit gamma
Doxepin	target	Muscarinic acetylcholine receptor M1
({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester	target	Gag-Pol polyprotein
3,6-dihydroxy-xanthene-9-propionic acid	target	Glutathione reductase, mitochondrial
Reserpine	target	Synaptic vesicular amine transporter
Cimetidine	target	Histamine H2 receptor
Adinazolam	target	GABA(A) Receptor Benzodiazepine Binding Site
(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	target	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
Bupranolol	target	Beta-3 adrenergic receptor
Xylarohydroxamate	target	Glucarate dehydratase
Mezlocillin	target	Penicillin-binding protein 3
3H-pyrazolo[4,3-d]pyrimidin-7-ol	target	Hypoxanthine-guanine phosphoribosyltransferase
Calcium phosphate dihydrate	target	Calretinin
Ubiquinone Q1	target	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	target	Cyclin-A2
Maltotetraose	target	Neopullulanase 2
Probucol	target	ATP-binding cassette sub-family A member 1
Chlorhexidine	target	Bacterial outer membrane
Glutathione disulfide	target	Glutathione S-transferases (Cytosolic)
Terazosin	target	Potassium voltage-gated channel subfamily H member 2
9-Aminophenanthrene	target	6-deoxyerythronolide B hydroxylase
Sildenafil	target	cGMP-specific 3',5'-cyclic phosphodiesterase
Doconexent	target	Peroxisome proliferator-activated receptor alpha
p-Toluenesulfonic acid	target	Lysozyme C
Carbenoxolone	target	Corticosteroid 11-beta-dehydrogenase isozyme 1
Clozapine	target	Muscarinic acetylcholine receptor M5
Rilapladib	target	Platelet-activating factor acetylhydrolase
Troglitazone	target	Equilibrative nucleoside transporter 1
Prazosin	target	Alpha-1A adrenergic receptor
S-(Dimethylarsenic)Cysteine	target	Gag-Pol polyprotein
Flavin mononucleotide	target	Riboflavin biosynthesis protein RibF
Fluciclovine (18F)	target	Glutamate receptor 1
Hexatantalum Dodecabromide	target	Ubiquitin-like modifier-activating enzyme 1
Hydrochlorothiazide	target	Calcium-activated potassium channel subunit alpha-1
{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid	target	Threonine-phosphate decarboxylase
1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE	target	Proline iminopeptidase
Clenoliximab	target	T-cell surface glycoprotein CD4
2-Nonyl-4-quinolinol 1-oxide	target	Cytochrome b-c1 complex subunit 2, mitochondrial
Enzastaurin	target	Aurora kinase B
N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide	target	Aurora kinase A
Naloxone	target	Liver carboxylesterase 1
Cirazoline	target	Alpha-1D adrenergic receptor
Guanosine-5'-Diphosphate	target	Elongation factor 2
9-Amino-2-deoxy-2,3-dehydro-n-acetyl-neuraminic acid	target	Neuraminidase
Mianserin	target	5-hydroxytryptamine receptor 2B
Deferiprone	target	Iron
Monoisopropylphosphorylserine	target	Trypsin-2
Tretinoin	target	Retinol-binding protein 4
Ticagrelor	target	P2Y purinoceptor 12
(R)-styrene oxide	target	Halohydrin dehalogenase
Artenimol	target	Tubulin alpha chain
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	target	Nitric oxide synthase, inducible
Dotarizine	target	Voltage-dependent P/Q-type calcium channel subunit alpha-1A
Aniline	target	Kallikrein-1
Bufuralol	target	Beta adrenergic receptor
Nicotinamide Mononucleotide	target	Nicotinamide mononucleotide adenylyltransferase 1
5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID	target	Genome polyprotein
Yohimbine	target	5-hydroxytryptamine receptor 2C
2-Amino-4-methylphenol	target	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DAS-431 IV	target	Neuron-specific vesicular protein calcyon
Baricitinib	target	Protein-tyrosine kinase 2-beta
2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE	target	Tubulin beta-2B chain
Estramustine	target	Microtubule-associated protein 1A
Biliverdine IX Alpha	target	Heme oxygenase 1
Zinc sulfate, unspecified form	target	Plasma kallikrein
Ocaperidone	target	Alpha-2A adrenergic receptor
Cefazolin	target	Penicillin-binding protein 2
Fostamatinib	target	Cathepsin S
2-(N-morpholino)ethanesulfonic acid	target	(S)-mandelate dehydrogenase
Aspartic acid	target	Aspartyl/asparaginyl beta-hydroxylase
4-methoxybenzenesulfinate	target	Stromelysin-1
Ziprasidone	target	Histamine H1 receptor
PR-104	target	Tumor necrosis factor
Mianserin	target	5-hydroxytryptamine receptor 1A
Promethazine	target	Calmodulin
4-(2-Thienyl)Butyric Acid	target	Aromatic-amino-acid aminotransferase
Emricasan	target	Caspase-3
Isoflavone	target	Peroxisome proliferator-activated receptor alpha
3-phospho-D-glyceric acid	target	Phosphoglycerate kinase 1
Lenvatinib	target	Fibroblast growth factor receptor 1
Alanine	target	4-aminobutyrate aminotransferase, mitochondrial
Pentobarbital	target	Nuclear receptor subfamily 1 group I member 2
4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine	target	Methionine aminopeptidase
Cabergoline	target	5-hydroxytryptamine receptor 2A
1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane	target	Cholera enterotoxin subunit B
Chlorpheniramine	target	Histamine H1 receptor
Phosphoaminophosphonic Acid-Adenylate Ester	target	Osmolarity sensor protein EnvZ
Aripiprazole	target	Delta-type opioid receptor
Arsenic trioxide	target	Protein PML
Carbamoylcholine	target	Muscarinic acetylcholine receptor M4
1,4-Dithiothreitol	target	Retinal dehydrogenase 1
Piclamilast	target	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
Resveratrol	target	Solute carrier family 2, facilitated glucose transporter member 1
Acetazolamide	target	Carbonic anhydrase 2
Selumetinib	target	Dual specificity mitogen-activated protein kinase kinase 1
Palifermin	target	Basement membrane-specific heparan sulfate proteoglycan core protein
Rifampicin	target	DNA-directed RNA polymerase subunit beta
S-adenosyl-L-homocysteine	target	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase
6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	target	Cyclin-dependent kinase 5 activator 1
Ceftriaxone	target	Solute carrier family 15 member 1
N-Methyl-N-(Methylbenzyl)Formamide	target	Renin
p-Cumylphenol	target	Estrogen-related receptor gamma
Lercanidipine	target	Voltage-dependent calcium channel gamma-1 subunit
(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE	target	Cytochrome b-c1 complex subunit 10
Human thrombin	target	Coagulation factor VIII
Ethanol	target	G protein-activated inward rectifier potassium channel 3
Cystein-S-Yl Cacodylate	target	Gag-Pol polyprotein
5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine	target	Dihydrofolate reductase
Butalbital	target	Neuronal acetylcholine receptor subunit alpha-7
Zinc sulfate, unspecified form	target	Cellular tumor antigen p53
Tegaserod	target	5-hydroxytryptamine receptor 4
Aripiprazole lauroxil	target	Alpha-1A adrenergic receptor
Butamben	target	ATP-sensitive potassium channel
Asenapine	target	Alpha-2B adrenergic receptor
threo-3-methyl-L-aspartic acid	target	3-methylaspartate ammonia-lyase
Uridine-5'-Diphosphate	target	Exostosin-like 2
Epicept NP-1	target	Alpha-1B adrenergic receptor
2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE	target	Glucokinase
Beta-D-Glucose	target	Aspartate ammonia-lyase
Inositol 1,3,4,5-Tetrakisphosphate	target	Cytohesin-2
Ramosetron	target	5-hydroxytryptamine receptor 3A
6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid	target	Streptavidin
Isavuconazole	target	Potassium voltage-gated channel subfamily D member 3
Bethanidine	target	Beta adrenergic receptor
Formic acid	target	C-terminal-binding protein 1
Flavin mononucleotide	target	Phenazine biosynthesis protein PhzG
Octocrylene	target	Estrogen receptor beta
5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine	target	Glycogen synthase kinase-3 beta
Human C1-esterase inhibitor	target	Coagulation factor XI
Epitestosterone	target	Aldo-keto reductase family 1 member C1
Cevimeline	target	Muscarinic acetylcholine receptor M3
Talbutal	target	Gamma-aminobutyric acid receptor subunit alpha-2
Alvocidib	target	Glycogen phosphorylase, liver form
Isradipine	target	Voltage-dependent calcium channel subunit alpha-2/delta-1
S-propylamine-L-cysteine	target	Arginase-1
Cyclohexylammonium Ion	target	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Methylphenobarbital	target	Gamma-aminobutyric acid receptor subunit alpha-2
Asenapine	target	Beta-1 adrenergic receptor
Seractide acetate	target	Adrenocorticotropic hormone receptor
Mitoxantrone	target	DNA
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	target	Urokinase-type plasminogen activator
Phthalic Acid	target	Estrogen receptor alpha
6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	target	Queuine tRNA-ribosyltransferase
Fostamatinib	target	Bone morphogenetic protein receptor type-2
Thymidine-5'-diphospho-beta-D-xylose	target	DTDP-4-dehydrorhamnose 3,5-epimerase
Dihydroxyacetone phosphate	target	Fructose-bisphosphate aldolase A
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	target	Carbonic anhydrase 2
N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide	target	Glycogen synthase kinase-3 beta
Seocalcitol	target	Vitamin D3 receptor
Monothioglycerol	target	Prolyl endopeptidase
5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione	target	Cytochrome c1, heme protein, mitochondrial
Nicotinamide adenine dinucleotide phosphate	target	Aldo-keto reductase family 1 member C2
Coagulation Factor IX Human	target	Prolow-density lipoprotein receptor-related protein 1
Moroctocog alfa	target	Prolow-density lipoprotein receptor-related protein 1
Ethanesulfonic acid	target	Platelet basic protein
Metoclopramide	target	5-hydroxytryptamine receptor 4
Zinc	target	Ceruloplasmin
Sobetirome	target	Thyroid hormone receptor beta
3'-THIO-THYMIDINE-5'-PHOSPHATE	target	DNA topoisomerase 2-beta
Biphenylalanine	target	Ig gamma-1 chain C region
(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE	target	Kinesin-like protein KIF11
Aniracetam	target	Glutamate receptor 2
Copper	target	Cell growth-regulating nucleolar protein
Lomitapide	target	Microsomal triglyceride transfer protein large subunit
3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	target	Tyrosine-protein phosphatase non-receptor type 1
Clozapine	target	5-hydroxytryptamine receptor 1E
Beta-D-Glucose	target	Inorganic polyphosphate/ATP-glucomannokinase
Hypericin	target	Glutathione S-transferase A1
Pizotifen	target	5-hydroxytryptamine receptor 2C
Resveratrol	target	Far upstream element-binding protein 2
Temocapril	target	Angiotensin-converting enzyme
Relebactam	target	Beta-lactamase
Nelipepimut-S	target	HLA class I histocompatibility antigen, A-3 alpha chain
Aminophylline	target	Histone deacetylase 2
Piflufolastat F 18	target	Glutamate carboxypeptidase 2
Azelaic acid	target	DNA polymerase I
Quercetin	target	Eukaryotic translation initiation factor 3 subunit F
Pramlintide	target	Receptor activity-modifying protein 3
Phosphoaminophosphonic Acid-Adenylate Ester	target	Arsenical pump-driving ATPase
Phosphoaminophosphonic Acid-Adenylate Ester	target	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4
Halothane	target	Neuropeptide S receptor
ATP	target	Adenylate cyclase type 1
Flunisolide	target	Glucocorticoid receptor
(3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL	target	O-GlcNAcase BT_4395
Isometheptene	target	Synaptic vesicular amine transporter
Propyl Gallate	target	Estrogen receptor alpha
Zinc	target	Amyloid beta A4 protein
HY10275	target	Histamine H1 receptor
Amisulpride	target	5-hydroxytryptamine receptor 7
Avibactam	target	Beta-lactamase SHV-1
dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate	target	Nuclear receptor coactivator 2
D-pantetheine 4'-phosphate	target	Phosphopantetheine adenylyltransferase
Tetrahydropalmatine	target	Dopamine D2 receptor
Fosfomycin	target	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
N-Propargyl-1(S)-Aminoindan	target	Amine oxidase [flavin-containing] B
Ceftriaxone	target	Penicillin-binding protein 2B
RB106	target	Thermolysin
Meperidine	target	Glutamate receptor ionotropic, NMDA 1
Flavin adenine dinucleotide	target	NAD(P)H dehydrogenase [quinone] 1
N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE	target	Cathepsin B
Glutamic acid	target	GMP synthase [glutamine-hydrolyzing]
Zinc chloride	target	Complement C1q subcomponent subunit B
Myristic acid	target	Ferrichrome-iron receptor
Chlorpromazine	target	D(1) dopamine receptor
Barbital	target	Gamma-aminobutyric acid receptor subunit alpha-2
Guanosine-5'-Diphosphate	target	GTPase (Rab6)
Modafinil	target	Alpha-1B adrenergic receptor
Camphor	target	Transient receptor potential cation channel subfamily V member 1
Tretinoin	target	Cytochrome P450 26A1
Flavin mononucleotide	target	Phosphopantothenoylcysteine decarboxylase
Amisulpride	target	5-hydroxytryptamine receptor 2A
Oxiranpseudoglucose	target	Cyclomaltodextrin glucanotransferase
Cytidine-5'-Monophosphate	target	3-deoxy-manno-octulosonate cytidylyltransferase
